Startup_Name,Industry,Sub_Industry,Business_Model_Type,Tech_Keywords,Year,Funding_Amount,Funding_Round,Investor_Type,Investor_Name,Country,Founding_Year,Investment_Stage,Valuation,Exit_Type,Startup_Stage
USD,INDUSTRIALS,,,,2025.0,24.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Destinus,B2B,,,,2025.0,180.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Quarero,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Swiss,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Oculis,FINTECH,,,,2025.0,100.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
New,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
CARE,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Three,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Novu,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Innosuisse,CONSUMER,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Press,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
KIBuchhaltungstool,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Innosuisse,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
NeuroX,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
AiQimia,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Partner,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Modulos,B2B,,,,2025.0,8.7M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Twenty,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Terasol,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Weiteres,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Fresh,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Inverto,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
InVirtuoLabs,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
CHF,B2B,,,,2025.0,10.1M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Identity,B2B,,,,2025.0,6.5M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Pharvaris,B2B,,,,2025.0,200.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Frisches,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
InnoBooster,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
SWISS,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
German,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
CHF,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Marple,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Founderful,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Startups,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Millionen,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Three,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Elysium,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Frisches,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Swiss,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Jaipur,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Drei,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Aldi,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Seven,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Coface,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Swiss,B2B,,,,2025.0,50.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
ETH,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Vier,INDUSTRIALS,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Financial,FINTECH,,,,2025.0,1.5M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Cleantech,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Positive,HEALTHCARE,,,,2025.0,35.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Die,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Winning,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Medyria,HEALTHCARE,,,,2025.0,1.5M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Wisekey,B2B,,,,2025.0,60.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
AzureCell,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Grensol,B2B,,,,2025.0,1.8M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Helsana,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Nine,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
ENS,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Scanvio,HEALTHCARE,,,,2025.0,3.4M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
CHF,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Milliarden,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Les,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Tutornow,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
From,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Atlas,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Inclusive,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
New,B2B,,,,2025.0,8.9M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
New,B2B,,,,2025.0,15.8M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
KAEX,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
CleantechStartup,INDUSTRIALS,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
USD,B2B,,,,2025.0,2.85M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Smeetz,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
CHF,HEALTHCARE,,,,2025.0,79.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Wefox,B2B,,,,2025.0,151.0M EUR,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Key,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Starker,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Additional,B2B,,,,2025.0,7.5M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Ten,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
LUKBZukunftspreis,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Aktiias,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Impact,INDUSTRIALS,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Grössere,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
EvlaBio,B2B,,,,2025.0,21.0M EUR,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Swiss,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Starkes,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Motif,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Crosstown,B2B,,,,2025.0,3.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Nautica,B2B,,,,2025.0,4.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
ArarisTeam,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Insights,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Innosuisse,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Qatar,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Startups,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Altri,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Förderinstrument,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Fresh,HEALTHCARE,,,,2025.0,1.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Addex,B2B,,,,2025.0,2.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
FIF,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Climeworks,B2B,,,,2025.0,162.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Beekeeper,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
BioVersys,FINTECH,,,,2025.0,5.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Maxwell,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Adiposs,B2B,,,,2025.0,4.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Distalmotion,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
RTDT,B2B,,,,2025.0,4.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Swiss,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Swiss,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Swiss,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
European,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Beech,FINTECH,,,,2025.0,1.9M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Planetary,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
H55,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Start,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Ein,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Klimafonds,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Success,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
CassioP,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Boost,B2B,,,,2025.0,15.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Snyk,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
First,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Swiss,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Innovativer,INDUSTRIALS,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
WEF,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Atinarys,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Medtech,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
CHF,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
The,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Strong,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Startups,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
French,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Wydens,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Berner,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
CHF,HEALTHCARE,,,,2025.0,1.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Recognition,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Berner,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Ascentys,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Klimastiftung,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
USD,B2B,,,,2025.0,5.2M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
TotalEnergies,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Gryps,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Myriad,B2B,,,,2025.0,150.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Erfolg,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Life,B2B,,,,2025.0,120.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Gamer,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Vier,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
FLOW,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Peter,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
ServiceHunter,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Planted,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Switzerland,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
CrowdfundingJahr,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Spirecut,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Access,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Voliro,B2B,,,,2025.0,23.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Swiss,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Odne,B2B,,,,2025.0,4.2M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Positrigo,HEALTHCARE,,,,2025.0,7.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Composite,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Zementfrei,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Swiss,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Unit8,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Durchgang,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Believe,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
DoodleAlternative,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Swiss,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Sefit,HEALTHCARE,,,,2025.0,150.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Nine,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Kanaan,CONSUMER,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
CHF,HEALTHCARE,,,,2025.0,2.8M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Neue,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Tenity,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
GENILEM,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Molecular,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Mosanna,HEALTHCARE,,,,2025.0,80.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Swiss,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Voltiris,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Personal,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Tech4Trust,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Schnellere,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Abacus,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
ORYL,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Millionen,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Startfeld,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
AMP,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Scaleups,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
ZuriEV,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Jua,B2B,,,,2025.0,11.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Swiss,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
CHUV,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Four,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Switzerland,B2B,,,,2025.0,400.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
MassChallenge,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Global,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Crowd,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Privately,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Aseptuva,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Schweizer,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
What,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
KlimUps,B2B,,,,2025.0,250.0M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
KIHeadhunterPlattform,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Covid19,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
AMINA,FINTECH,,,,2025.0,40.4M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Teil,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Growth,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
GlycoEra,HEALTHCARE,,,,2025.0,130.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series C+,,,Active
Hedera,B2B,,,,2025.0,15.0M EUR,Seed/Series A,VC Fund,,Switzerland,2025.0,Series B,,,Active
Swiss,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
CHF,HEALTHCARE,,,,2025.0,4.5M CHF,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
CHF,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Nau,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Lem,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Zurichbased,B2B,,,,2025.0,1.6M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Seed,,,Active
Bolstered,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Promising,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Neho,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
With,B2B,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Gates,HEALTHCARE,,,,2025.0,5.0M USD,Seed/Series A,VC Fund,,Switzerland,2025.0,Series A,,,Active
Wefox,FINTECH,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
Veltist,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
OOMNIUM,HEALTHCARE,,,,2025.0,,,VC Fund,,Switzerland,2025.0,Early Stage,,,Active
